%28production+de%29+gaz+%C3%A0+partir+d%27%C3%A9lectricit%C3%A9-fr = preferredTerm-admn-sts
Journ%C3%A9e+maritime+europ%C3%A9enne-fr = preferredTerm-admn-sts
SITCEN-fr = supersededTerm-admn-sts
TTIP-fr = admittedTerm-admn-sts
Unit%C3%A9+formation+et+d%C3%A9veloppement-fr = supersededTerm-admn-sts
accord+de+coop%C3%A9ration+scientifique+et+technologique+entre+la+Communaut%C3%A9+europ%C3%A9enne+et+%5B...%5D-fr = supersededTerm-admn-sts
arrondissement-fr = preferredTerm-admn-sts
autorisation+d%27exercer+une+activit%C3%A9+professionnelle-fr = admittedTerm-admn-sts
code+d%27identification+des+banques-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+la+politique+en+mati%C3%A8re+de+sant%C3%A9+et+de+protection+des+consommateurs-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+des+affaires+maritimes+et+de+la+p%C3%AAche-fr = supersededTerm-admn-sts
d%C3%A9veloppement+urbain+durable-fr = preferredTerm-admn-sts
effet+distributif-fr = admittedTerm-admn-sts
enc%C3%A9phalomy%C3%A9lite+v%C3%A9n%C3%A9zu%C3%A9lienne+%C3%A9quine-fr = deprecatedTerm-admn-sts
gratte-cul-fr = admittedTerm-admn-sts
herp%C3%A8s+virus+de+l%E2%80%99hu%C3%AEtre-fr = supersededTerm-admn-sts
identifiant+d%27entit%C3%A9+juridique-fr = preferredTerm-admn-sts
justificatif+de+moyens+d%27existence+suffisants-fr = preferredTerm-admn-sts
le+Swaziland-fr = supersededTerm-admn-sts
liquide+intravalvaire-fr = deprecatedTerm-admn-sts
m%C3%A9thamph%C3%A9tamine-fr = preferredTerm-admn-sts
maladie+d%27Alzheimer-fr = preferredTerm-admn-sts
maladie+non+transmissible-fr = deprecatedTerm-admn-sts
mesure+technique+de+pr%C3%A9vention-fr = preferredTerm-admn-sts
op%C3%A9ration+de+mixage-fr = preferredTerm-admn-sts
parcours+d%27apprentissage+flexible-fr = preferredTerm-admn-sts
personne+autiste-fr = preferredTerm-admn-sts
position+commune+pr%C3%A9-n%C3%A9goci%C3%A9e-fr = supersededTerm-admn-sts
pr%C3%A9senter+une+demande+de+protection+internationale-fr = deprecatedTerm-admn-sts
prix+CESE+pour+la+soci%C3%A9t%C3%A9+civile-fr = deprecatedTerm-admn-sts
r%C3%A8glement+en+ligne+des+litiges-fr = preferredTerm-admn-sts
radicalisation+violente-fr = admittedTerm-admn-sts
rejet+de+l%27asile-fr = admittedTerm-admn-sts
risque+de+non-d%C3%A9pistage-fr = supersededTerm-admn-sts
scarab%C3%A9e+des+palmiers-fr = deprecatedTerm-admn-sts
sourd-fr = deprecatedTerm-admn-sts
visa+court+s%C3%A9jour-fr = admittedTerm-admn-sts
Protocole+sur+la+fixation+des+si%C3%A8ges+des+institutions+et+de+certains+organismes+et+services+des+Communaut%C3%A9s+europ%C3%A9ennes+ainsi+que+d%27Europol-fr = supersededTerm-admn-sts
accord+de+report+d%E2%80%99entr%C3%A9e-fr = preferredTerm-admn-sts
amendement+calcaire-fr = supersededTerm-admn-sts
demandeur+de+services+d%27enregistrement-fr = admittedTerm-admn-sts
directive+relative+%C3%A0+des+normes+minimales+concernant+la+proc%C3%A9dure+d%E2%80%99octroi+et+de+retrait+du+statut+de+r%C3%A9fugi%C3%A9+dans+les+%C3%89tats+membres-fr = supersededTerm-admn-sts
droits+humains-fr = admittedTerm-admn-sts
exhibition+sexuelle-fr = preferredTerm-admn-sts
m%C3%A2t+tubulaire+en+acier-fr = preferredTerm-admn-sts
r%C3%A9f%C3%A9rentiel+central-fr = preferredTerm-admn-sts
site+web-fr = preferredTerm-admn-sts
%C2%ABbinge+drinking%C2%BB-fr = preferredTerm-admn-sts
%C3%89cole+Sup%C3%A9rieure+Libre+des+Sciences+Commerciales+Appliqu%C3%A9es-fr = admittedTerm-admn-sts
BIPE-fr = supersededTerm-admn-sts
CGTN-fr = supersededTerm-admn-sts
DFP-fr = supersededTerm-admn-sts
Directive+concernant+le+rapprochement+des+l%C3%A9gislations+des+%C3%89tats+membres+relatives+%C3%A0+la+s%C3%A9curit%C3%A9+des+jouets-fr = supersededTerm-admn-sts
EUMC-fr = supersededTerm-admn-sts
Fort+Lamy-fr = supersededTerm-admn-sts
ICNAF-fr = supersededTerm-admn-sts
ICOC-fr = supersededTerm-admn-sts
Journ%C3%A9e+des+Nations+Unies+pour+les+droits+des+femmes+et+la+paix+internationale-fr = admittedTerm-admn-sts
MILDT-fr = supersededTerm-admn-sts
Organisation+europ%C3%A9enne+pour+la+protection+des+plantes-fr = supersededTerm-admn-sts
Phnom+Penh-fr = preferredTerm-admn-sts
Protocole+%C3%A0+la+Convention+de+Vienne+pour+la+protection+de+la+couche+d%27ozone%2C+relatif+au+contr%C3%B4le+des+chlorofluorocarbones-fr = supersededTerm-admn-sts
Protocole+sur+les+crit%C3%A8res+de+convergence+vis%C3%A9s+%C3%A0+l%27article+121+du+Trait%C3%A9+instituant+la+Communaut%C3%A9+europ%C3%A9enne-fr = supersededTerm-admn-sts
accord+de+r%C3%A9admission-fr = preferredTerm-admn-sts
accord-cadre+sur+le+cong%C3%A9+parental+conclu+par+l%27UNICE%2C+le+CEEP+et+la+CES-fr = supersededTerm-admn-sts
administration+en+ligne-fr = preferredTerm-admn-sts
aide+%C3%A0+l%27entr%C3%A9e+et+au+s%C3%A9jour+irr%C3%A9guliers-fr = preferredTerm-admn-sts
arme+%C3%A0+canons+multiples-fr = preferredTerm-admn-sts
assistance+judiciaire+gratuite-fr = supersededTerm-admn-sts
borough-fr = admittedTerm-admn-sts
conjoint-fr = admittedTerm-admn-sts
direction+des+ressources+humaines+et+des+services+int%C3%A9rieurs-fr = supersededTerm-admn-sts
donn%C3%A9es+ouvertes-fr = preferredTerm-admn-sts
fraction+massique-fr = preferredTerm-admn-sts
infection+par+le+virus+du+syndrome+de+Taura-fr = preferredTerm-admn-sts
justificatif+de+moyens+de+subsistance+suffisants-fr = admittedTerm-admn-sts
la+Jamahiriya+arabe+libyenne-fr = supersededTerm-admn-sts
maladie+%C3%A0+transmission+vectorielle-fr = admittedTerm-admn-sts
possibilit%C3%A9+d%27effets+irr%C3%A9versibles-fr = supersededTerm-admn-sts
r%C3%A9assignation+sexuelle-fr = preferredTerm-admn-sts
rapport+d%27impact-fr = admittedTerm-admn-sts
rayonnement+ionisant-fr = preferredTerm-admn-sts
saisie+de+donn%C3%A9es-fr = preferredTerm-admn-sts
service+juridique+de+la+chancellerie+f%C3%A9d%C3%A9rale-fr = admittedTerm-admn-sts
solde+budg%C3%A9taire+corrig%C3%A9+des+variations+conjoncturelles-fr = preferredTerm-admn-sts
visa+de+long+s%C3%A9jour+pour+%C3%A9tudes-fr = preferredTerm-admn-sts
Banque+mondiale-fr = supersededTerm-admn-sts
CETMI-fr = supersededTerm-admn-sts
CIREA-fr = supersededTerm-admn-sts
Comit%C3%A9+des+organisations+professionnelles+agricoles+de+l%27Union+europ%C3%A9enne-Comit%C3%A9+g%C3%A9n%C3%A9ral+de+la+coop%C3%A9ration+agricole+de+l%27Union+europ%C3%A9enne-fr = supersededTerm-admn-sts
Comit%C3%A9+intergouvernemental+provisoire+pour+les+mouvements+migratoires+d%27Europe-fr = supersededTerm-admn-sts
Comit%C3%A9+sur+les+questions+de+droit+civil-fr = supersededTerm-admn-sts
Commission+europ%C3%A9enne+des+droits+de+l%27homme-fr = supersededTerm-admn-sts
Conseil+Questions+%C3%A9conomiques+et+financi%C3%A8res-fr = supersededTerm-admn-sts
Conseil+consultatif+r%C3%A9gional+de+la+flotte+de+p%C3%AAche+lointaine+dans+les+eaux+non+communautaires-fr = supersededTerm-admn-sts
Convention+sur+l%27%C3%A2ge+minimum+%28p%C3%AAcheurs%29%2C+de+1959-fr = supersededTerm-admn-sts
Direction+1+-+Affaires+%C3%A9conomiques+et+financi%C3%A8res-fr = supersededTerm-admn-sts
Fonds+pour+l%27environnement+mondial+du+programme+des+Nations+unies+pour+le+d%C3%A9veloppement%2C+du+programme+des+Nations+unies+pour+l%27environnement+et+de+la+Banque+internationale+pour+la+reconstruction+et+le+d%C3%A9veloppement-fr = supersededTerm-admn-sts
Groupe+%22Services+financiers%22+%28Acquisitions%29-fr = supersededTerm-admn-sts
Groupe+%22Services+financiers%22+%28Paiements+transfrontaliers%29-fr = supersededTerm-admn-sts
HYDRAM-fr = supersededTerm-admn-sts
Protocole+sur+l%27article+141+du+trait%C3%A9+instituant+la+Communaut%C3%A9+europ%C3%A9enne-fr = supersededTerm-admn-sts
Protocole+sur+le+statut+de+la+Cour+de+justice-fr = supersededTerm-admn-sts
Protocole+sur+les+institutions+dans+la+perspective+de+l%27%C3%A9largissement+de+l%27Union+europ%C3%A9enne-fr = supersededTerm-admn-sts
SRDU-fr = supersededTerm-admn-sts
Trans+European+Trunked+Radio-fr = supersededTerm-admn-sts
aide+%C3%A0+l%27immigration+ill%C3%A9gale-fr = admittedTerm-admn-sts
assemblage+par+diffusion-fr = admittedTerm-admn-sts
cancer+de+l%27endom%C3%A8tre-fr = preferredTerm-admn-sts
chromatographie+bidimensionnelle-fr = preferredTerm-admn-sts
commissaire+charg%C3%A9+de+la+coop%C3%A9ration+internationale%2C+de+l%27aide+humanitaire+et+de+la+r%C3%A9action+aux+crises-fr = supersededTerm-admn-sts
communiqu%C3%A9+de+presse-fr = preferredTerm-admn-sts
cr%C3%A9dit+revolving-fr = supersededTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+de+la+politique+r%C3%A9gionale-fr = supersededTerm-admn-sts
filiation+l%C3%A9gitime-fr = supersededTerm-admn-sts
fondation+monopieu-fr = preferredTerm-admn-sts
fonds+fiduciaire+d%27urgence+en+faveur+de+la+stabilit%C3%A9+et+de+la+lutte+contre+les+causes+profondes+de+la+migration+irr%C3%A9guli%C3%A8re+et+du+ph%C3%A9nom%C3%A8ne+des+personnes+d%C3%A9plac%C3%A9es+en+Afrique-fr = preferredTerm-admn-sts
graine+de+lin-fr = preferredTerm-admn-sts
handicap%C3%A9+mental-fr = deprecatedTerm-admn-sts
hostilit%C3%A9+envers+les+chr%C3%A9tiens-fr = preferredTerm-admn-sts
infection+%C3%A0+Perkinsus+marinus-fr = preferredTerm-admn-sts
le+Parlement+europ%C3%A9en+et+le+Conseil-fr = preferredTerm-admn-sts
lutte+contre+la+traite+des+%C3%AAtres+humains-fr = preferredTerm-admn-sts
m%C3%A9canisme+de+correction+des+in%C3%A9galit%C3%A9s-fr = supersededTerm-admn-sts
mortalit%C3%A9+%C3%A9vitable+gr%C3%A2ce+%C3%A0+la+pr%C3%A9vention-fr = preferredTerm-admn-sts
onde+%C3%A9lastique-fr = deprecatedTerm-admn-sts
op%C3%A9ration+d%27interdiction-fr = preferredTerm-admn-sts
piraterie+a%C3%A9rienne-fr = admittedTerm-admn-sts
poudre+de+piste-fr = supersededTerm-admn-sts
production+maximale+%C3%A9quilibr%C3%A9e-fr = deprecatedTerm-admn-sts
r%C3%A9f%C3%A9rencement+num%C3%A9rique-fr = deprecatedTerm-admn-sts
r%C3%A9serve+d%27aide+d%27urgence-fr = preferredTerm-admn-sts
rapport+de+prospective-fr = supersededTerm-admn-sts
refus+de+l%27asile-fr = admittedTerm-admn-sts
salissure+biologique-fr = preferredTerm-admn-sts
solde+migratoire-fr = preferredTerm-admn-sts
traitement+de+la+nation+la+plus+favoris%C3%A9e-fr = preferredTerm-admn-sts
travailleur+peu+qualifi%C3%A9-fr = deprecatedTerm-admn-sts
virus+semblable+%C3%A0+Norwalk-fr = supersededTerm-admn-sts
%C3%A9tat+sur+l%27ex%C3%A9cution+du+budget-fr = supersededTerm-admn-sts
%C3%A9valuation+en+co%C3%BBt+historique+ou+%C3%A0+la+valeur+la+plus+faible+entre+ce+co%C3%BBt+et+la+valeur+de+march%C3%A9-fr = admittedTerm-admn-sts
COP-fr = preferredTerm-admn-sts
Comit%C3%A9+des+%C3%A9glises+aupr%C3%A8s+des+travailleurs+migrants+en+Europe-fr = supersededTerm-admn-sts
Direction+5+-+Justice%2FAffaires+int%C3%A9rieures-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+B+-+Agriculture+et+p%C3%AAche-fr = supersededTerm-admn-sts
Groupe+%22AGRIFIN%22-fr = supersededTerm-admn-sts
OB-fr = admittedTerm-admn-sts
STD-fr = deprecatedTerm-admn-sts
Syrie+et+Iraq%3A+strat%C3%A9gie+concernant+la+lutte+contre+le+terrorisme+et+les+combattants+%C3%A9trangers-fr = supersededTerm-admn-sts
aide+juridictionnelle-fr = preferredTerm-admn-sts
attestation+d%27examen+%22CE+de+type%22-fr = supersededTerm-admn-sts
comit%C3%A9+international+d%27%C3%A9valuation+des+actifs-fr = supersededTerm-admn-sts
d%C3%A9claration+de+Nuremberg+sur+un+partenariat+renforc%C3%A9+UE-ASEAN-fr = preferredTerm-admn-sts
devoir+de+loyaut%C3%A9-fr = preferredTerm-admn-sts
facilit%C3%A9+de+soutien+%C3%A0+la+paix+pour+l%27Afrique-fr = preferredTerm-admn-sts
gaz+%C3%A9mis-fr = preferredTerm-admn-sts
grandes+orientations+des+politiques+%C3%A9conomiques+des+Etats+membres+et+de+la+Communaut%C3%A9-fr = supersededTerm-admn-sts
indemnit%C3%A9+compensatoire+de+s%C3%A9paration-fr = supersededTerm-admn-sts
infection+par+les+virus+de+l%E2%80%99influenza+aviaire-fr = preferredTerm-admn-sts
marque+d%27affranchissement-fr = preferredTerm-admn-sts
notice+sp%C3%A9ciale+INTERPOL-Conseil+de+s%C3%A9curit%C3%A9+des+Nations+unies-fr = admittedTerm-admn-sts
programme+2019-2020-fr = admittedTerm-admn-sts
ruch%C3%A9e-fr = admittedTerm-admn-sts
strat%C3%A9gie+communautaire+visant+%C3%A0+r%C3%A9duire+les+dommages+li%C3%A9s+%C3%A0+l%27alcool-fr = supersededTerm-admn-sts
tag-fr = admittedTerm-admn-sts
trading+automatis%C3%A9-fr = admittedTerm-admn-sts
visa+%C3%A0+double+entr%C3%A9e-fr = preferredTerm-admn-sts
%C3%A9ducation+obligatoire-fr = admittedTerm-admn-sts
%C3%A9olienne+terrestre-fr = preferredTerm-admn-sts
%C3%A9tats+sur+l%27ex%C3%A9cution+budg%C3%A9taire-fr = preferredTerm-admn-sts
Comit%C3%A9+de+s%C3%A9curit%C3%A9+%28Groupes+d%27homologation+de+s%C3%A9curit%C3%A9%29-fr = supersededTerm-admn-sts
Conf%C3%A9rence+des+Services+de+Traduction+des+Etats+de+l%27Europe+occidentale-fr = supersededTerm-admn-sts
Conf%C3%A9rence+internationale+sur+le+financement+du+d%C3%A9veloppement-fr = preferredTerm-admn-sts
G8-fr = supersededTerm-admn-sts
Green+city+tool-fr = admittedTerm-admn-sts
Groupe+%22Services+financiers%22+%28Transferts+de+fonds%29-fr = supersededTerm-admn-sts
Groupe+ad+hoc+%22Strat%C3%A9gie+commune+UE-Afrique%22-fr = supersededTerm-admn-sts
Groupe+ad+hoc+sur+les+crit%C3%A8res+de+viabilit%C3%A9+pour+les+biocarburants-fr = supersededTerm-admn-sts
HCN-fr = supersededTerm-admn-sts
Journ%C3%A9e+internationale+contre+l%E2%80%99homophobie+et+la+transphobie-fr = supersededTerm-admn-sts
Mission+interminist%C3%A9rielle+de+lutte+contre+la+drogue+et+la+toxicomanie-fr = supersededTerm-admn-sts
Obligation+cot%C3%A9e+AAA-fr = admittedTerm-admn-sts
PVD-fr = supersededTerm-admn-sts
Transport+et+Environnement-fr = admittedTerm-admn-sts
affaires+portant+sur+le+m%C3%AAme+objet-fr = supersededTerm-admn-sts
appellation+d%27origine-fr = preferredTerm-admn-sts
asylum+shopping-fr = deprecatedTerm-admn-sts
audit+environnemental-fr = supersededTerm-admn-sts
bichlorure+de+carbone-fr = deprecatedTerm-admn-sts
cadre+de+performance%2C+de+suivi+et+d%27%C3%A9valuation-fr = preferredTerm-admn-sts
chiffre+d%27affaires+net-fr = preferredTerm-admn-sts
comit%C3%A9+de+concertation-fr = supersededTerm-admn-sts
d%C3%A9ficience+intellectuelle-fr = preferredTerm-admn-sts
entit%C3%A9+ad+hoc-fr = preferredTerm-admn-sts
facilit%C3%A9+en+faveur+des+r%C3%A9fugi%C3%A9s+en+Turquie-fr = preferredTerm-admn-sts
fonds+fiduciaire+r%C3%A9gional+de+l%27Union+europ%C3%A9enne+en+r%C3%A9ponse+%C3%A0+la+crise+syrienne-fr = preferredTerm-admn-sts
groupe+de+contact+UE-Japon-fr = supersededTerm-admn-sts
interconnecteur+Azerbaidjan-G%C3%A9orgie-Roumanie-fr = preferredTerm-admn-sts
internaute-fr = preferredTerm-admn-sts
les+dispositions+qui+ont+une+incidence+directe+sur+le+fonctionnement+du+march%C3%A9+commun-fr = supersededTerm-admn-sts
lymphosarcome+non+hodgkinien+malin-fr = supersededTerm-admn-sts
m%C3%A9sofinance-fr = preferredTerm-admn-sts
objectif+du+Mill%C3%A9naire+pour+le+d%C3%A9veloppement-fr = preferredTerm-admn-sts
principe+%22appliquer+ou+expliquer%22-fr = preferredTerm-admn-sts
prix+moyen+pond%C3%A9r%C3%A9+en+fonction+du+volume-fr = admittedTerm-admn-sts
r%C3%A9chauffement+climatique-fr = preferredTerm-admn-sts
retomb%C3%A9es+sociales+de+l%27%C3%A9ducation-fr = preferredTerm-admn-sts
service+d%27orientation+pour+les+citoyens-fr = supersededTerm-admn-sts
territoire+de+l%27%C3%89tat-fr = preferredTerm-admn-sts
transaction+en+ligne-fr = preferredTerm-admn-sts
ununseptium-fr = supersededTerm-admn-sts
voyager+%C3%A0+des+fins+de+terrorisme-fr = preferredTerm-admn-sts
%C3%A9lections+libres+et+r%C3%A9guli%C3%A8res-fr = preferredTerm-admn-sts
%C3%A9pididymite+ovine+%28Brucella+ovis%29-fr = preferredTerm-admn-sts
Association+Europ%C3%A9enne+des+Praticiens+des+Proc%C3%A9dures+Collectives-fr = supersededTerm-admn-sts
Classification+internationale+des+maladies%2C+traumatismes+et+causes+de+d%C3%A9c%C3%A8s-fr = supersededTerm-admn-sts
Commission+internationale+des+parcs+nationaux-fr = supersededTerm-admn-sts
Conseil+d%27administration+du+Programme+des+Nations+unies+pour+l%27environnement-fr = supersededTerm-admn-sts
Conseil+d%27administration+du+programme+des+N.U.pour+l%27environnement-fr = supersededTerm-admn-sts
Conseil+g%C3%A9n%C3%A9ral+des+p%C3%AAches+pour+la+M%C3%A9diterran%C3%A9e-fr = supersededTerm-admn-sts
Conseil+international+des+initiatives+locales+pour+l%27environnement-fr = supersededTerm-admn-sts
Fonds+de+partenariat+pour+le+carbone+forestier-fr = preferredTerm-admn-sts
Groupe+%22Droit+des+soci%C3%A9t%C3%A9s%22+%28Droits+des+actionnaires%29-fr = supersededTerm-admn-sts
Groupe+%22Services+financiers%22+%28Solvabilit%C3%A9+II%29-fr = supersededTerm-admn-sts
JAI-fr = supersededTerm-admn-sts
Ligue+des+soci%C3%A9t%C3%A9s+de+la+Croix-Rouge+et+du+Croissant-Rouge-fr = supersededTerm-admn-sts
OCLTIS-fr = supersededTerm-admn-sts
OPEN+DAYS-fr = supersededTerm-admn-sts
Recommandation+sur+l%27inspection+du+travail-fr = supersededTerm-admn-sts
Uus-fr = supersededTerm-admn-sts
biens+environnementaux-fr = preferredTerm-admn-sts
certificat+d%27h%C3%A9r%C3%A9dit%C3%A9+europ%C3%A9en-fr = supersededTerm-admn-sts
chlamydiose+aviaire-fr = preferredTerm-admn-sts
collecteur+d%E2%80%99excr%C3%A9ments-fr = admittedTerm-admn-sts
colonne+%C3%A0+plateaux-fr = deprecatedTerm-admn-sts
comit%C3%A9+paritaire+pour+l%27%C3%A9galit%C3%A9+des+chances+entre+femmes+et+hommes-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+l%27industrie+et+de+l%27entrepreneuriat-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+la+politique+r%C3%A9gionale-fr = supersededTerm-admn-sts
composat-fr = preferredTerm-admn-sts
corps+de+garde-fronti%C3%A8res+et+de+garde-c%C3%B4tes+europ%C3%A9ens-fr = deprecatedTerm-admn-sts
corpus+r%C3%A9glementaire+unique-fr = preferredTerm-admn-sts
d%C3%A9lit-fr = admittedTerm-admn-sts
esp%C3%A8ce+v%C3%A9g%C3%A9tale+envahissante-fr = admittedTerm-admn-sts
exercice+fiscal+d%C3%A9clarable-fr = deprecatedTerm-admn-sts
exercice+fiscal-fr = deprecatedTerm-admn-sts
exploit+de+saisie-arr%C3%AAt-fr = supersededTerm-admn-sts
fichier+de+la+flotte+de+p%C3%AAche+communautaire-fr = supersededTerm-admn-sts
indice+de+secret+financier-fr = admittedTerm-admn-sts
indivisibilit%C3%A9+des+droits+humains-fr = admittedTerm-admn-sts
infection+%C3%A0+Mikrocytos+mackini-fr = preferredTerm-admn-sts
marque+communautaire+collective-fr = supersededTerm-admn-sts
mortalit%C3%A9+pr%C3%A9matur%C3%A9e-fr = preferredTerm-admn-sts
nouvelle+strat%C3%A9gie+en+mati%C3%A8re+de+comp%C3%A9tences+pour+l%27Europe-fr = preferredTerm-admn-sts
p%C3%A9riode+d%27essai-fr = preferredTerm-admn-sts
proc%C3%A9dure+prioritaire+d%27examen+de+la+demande+d%27asile-fr = preferredTerm-admn-sts
route+migratoire-fr = preferredTerm-admn-sts
syst%C3%A8me+de+transfert+d%27unit%C3%A9s+de+cours+capitalisables+de+la+Communaut%C3%A9+europ%C3%A9enne-fr = supersededTerm-admn-sts
variole+de+la+ch%C3%A8vre-fr = supersededTerm-admn-sts
variole+ovine-fr = supersededTerm-admn-sts
ASEAN-fr = preferredTerm-admn-sts
Accord+d%27Arusha+pour+la+paix+et+la+r%C3%A9conciliation+au+Burundi-fr = preferredTerm-admn-sts
Association+fran%C3%A7aise+des+investisseurs+pour+la+croissance-fr = preferredTerm-admn-sts
Comit%C3%A9+des+r%C3%A9gions+de+l%27Union+europ%C3%A9enne-fr = supersededTerm-admn-sts
Commissaire+europ%C3%A9en+au+d%C3%A9veloppement+et+%C3%A0+l%27aide+humanitaire-fr = supersededTerm-admn-sts
Convention+sur+l%27assurance-vieillesse+%28agriculture%29%2C+de+1933+%28C36%29-fr = supersededTerm-admn-sts
DG+Soci%C3%A9t%C3%A9+de+l%E2%80%99information+et+m%C3%A9dias-fr = supersededTerm-admn-sts
EAHC-fr = supersededTerm-admn-sts
Erasmus+pour+tous-fr = supersededTerm-admn-sts
Groupe+%22Application+de+mesures+sp%C3%A9cifiques+en+vue+de+lutter+contre+le+terrorisme%22-fr = supersededTerm-admn-sts
Groupement+des+organismes+agr%C3%A9%C3%A9s+de+contr%C3%B4le+automobile-fr = supersededTerm-admn-sts
INTELSAT-fr = admittedTerm-admn-sts
Initiative+de+r%C3%A9ponse+aux+crises+africaines-fr = supersededTerm-admn-sts
MSUE-fr = supersededTerm-admn-sts
Office+statistique+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
SANROC-fr = supersededTerm-admn-sts
actif+incorporel-fr = preferredTerm-admn-sts
assises+de+la+coop%C3%A9ration+d%C3%A9centralis%C3%A9e-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+la+sant%C3%A9-fr = supersededTerm-admn-sts
conseil+consultatif+r%C3%A9gional+pour+la+mer+M%C3%A9diterran%C3%A9e-fr = supersededTerm-admn-sts
convention+en+vue+d%27%C3%A9viter+les+doubles+impositions-fr = preferredTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+de+l%27%C3%A9nergie+et+des+transports-fr = supersededTerm-admn-sts
entreprise+%C3%A0+entreprise+en+ligne-fr = preferredTerm-admn-sts
entretien+motivationnel-fr = preferredTerm-admn-sts
image+brouill%C3%A9e-fr = preferredTerm-admn-sts
immigration+clandestine-fr = preferredTerm-admn-sts
imp%C3%B4t+sur+les+soci%C3%A9t%C3%A9s-fr = preferredTerm-admn-sts
indivisibilit%C3%A9+des+droits+de+l%27homme-fr = preferredTerm-admn-sts
maladie+de+Borna-fr = preferredTerm-admn-sts
maser+optique-fr = supersededTerm-admn-sts
mucoviscidose-fr = preferredTerm-admn-sts
option+double+no-touch-fr = admittedTerm-admn-sts
ordinateur+de+bureau-fr = preferredTerm-admn-sts
p%C3%B4le+digital-fr = deprecatedTerm-admn-sts
paidologie-fr = supersededTerm-admn-sts
par%C3%A2tre-fr = supersededTerm-admn-sts
parit%C3%A9+de+pouvoir+d%27achat-fr = preferredTerm-admn-sts
pays+d%27origine-fr = preferredTerm-admn-sts
personne+ayant+une+d%C3%A9ficience+intellectuelle-fr = preferredTerm-admn-sts
production+d%C3%A9centralis%C3%A9e-fr = preferredTerm-admn-sts
r%C3%A8glement+de+proc%C3%A9dure+de+la+Cour+de+justice+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
s%C3%A9jour+irr%C3%A9gulier-fr = preferredTerm-admn-sts
somatotrophine+bovine+recombinante-fr = preferredTerm-admn-sts
source+lin%C3%A9aire-fr = preferredTerm-admn-sts
subventionnement-fr = preferredTerm-admn-sts
syst%C3%A8me+communautaire+de+suivi+du+trafic+des+navires+et+d%27information-fr = supersededTerm-admn-sts
ununhexium-fr = supersededTerm-admn-sts
Agence+europ%C3%A9enne+pour+l%27%C3%A9nergie+nucl%C3%A9aire-fr = supersededTerm-admn-sts
Association+internationale+pour+la+cr%C3%A9ation+d%27une+universit%C3%A9+mondiale-fr = supersededTerm-admn-sts
Bureau+de+l%27espace+extra-atmosph%C3%A9rique-fr = supersededTerm-admn-sts
CIPC-fr = supersededTerm-admn-sts
Centre+de+conf%C3%A9rences+Kirchberg-fr = supersededTerm-admn-sts
Comit%C3%A9+Cooke-fr = supersededTerm-admn-sts
Comit%C3%A9+consultatif+international+t%C3%A9l%C3%A9graphique+et+t%C3%A9l%C3%A9phonique-fr = supersededTerm-admn-sts
Comit%C3%A9+de+l%27investissement+international+et+des+entreprises+multinationales-fr = supersededTerm-admn-sts
Conseil+de+s%C3%A9curit%C3%A9+des+Nations+unies-fr = deprecatedTerm-admn-sts
Convention+des+verreries+%C3%A0+vitres%2C+1934+%28C43%29-fr = supersededTerm-admn-sts
Convention+sur+l%27%C3%A2ge+minimum+%28agriculture%29%2C+1921+%28C10%29-fr = supersededTerm-admn-sts
DG+Justice+et+affaires+int%C3%A9rieures-fr = supersededTerm-admn-sts
Direction+1+-+Questions+politiques+g%C3%A9n%C3%A9rales-fr = supersededTerm-admn-sts
European+Policy+Centre-fr = preferredTerm-admn-sts
Groupe+composite-fr = preferredTerm-admn-sts
Investir+dans+les+ressources+humaines-fr = supersededTerm-admn-sts
Protocole+relatif+%C3%A0+la+protection+de+la+mer+M%C3%A9diterran%C3%A9e+contre+la+pollution+d%27origine+tellurique-fr = supersededTerm-admn-sts
Sainte-H%C3%A9l%C3%A8ne-fr = supersededTerm-admn-sts
Service+volontaire+europ%C3%A9en+pour+les+jeunes-fr = supersededTerm-admn-sts
Society+of+Automotive+Engineers-fr = supersededTerm-admn-sts
TC+32-fr = supersededTerm-admn-sts
Union+europ%C3%A9enne+du+commerce+du+b%C3%A9tail+et+de+la+viande-fr = supersededTerm-admn-sts
aide+judiciaire-fr = supersededTerm-admn-sts
assurance-protection+juridique-fr = preferredTerm-admn-sts
ballon+tricol-fr = preferredTerm-admn-sts
c%C3%A2ble+d%27exportation-fr = preferredTerm-admn-sts
code+communautaire+relatif+au+r%C3%A9gime+de+franchissement+des+fronti%C3%A8res+par+les+personnes-fr = supersededTerm-admn-sts
faux+travail+ind%C3%A9pendant-fr = preferredTerm-admn-sts
flambage-fr = preferredTerm-admn-sts
fonds+fiduciaire+de+l%27UE+pour+la+Syrie-fr = admittedTerm-admn-sts
